,id,pickup_datetime,dropoff_datetime,trip_duration,origin,destination,status,dist,treq,ttrav,pax_id,VoT,delta,u,u_PT,ride_id,ttrav_sh,u_sh,kind,position,x_org,y_org,x_dest,y_dest
0,id3263045,2016-01-25 08:01:09,2016-01-25 08:16:38,929,42447166,42428003,0,2826,62,471,id3263045,0.0046,196.40471654792702,6.4056,999999,1,471,6.4056,1,0,-73.9509158,40.7858696,-73.9547034,40.765554
1,id3017385,2016-01-25 08:01:31,2016-01-25 08:29:08,1657,42446066,596775900,0,3391,84,565,id3017385,0.0046,235.693190997307,7.685499999999999,999999,407,611,7.6000197720000005,30,1,-73.9564889,40.7840414,-73.9727194,40.7591042
2,id2606356,2016-01-25 08:07:04,2016-01-25 08:33:58,1614,42446066,42456611,0,3332,417,555,id2606356,0.0046,231.6141696484185,7.551,999999,407,584,7.323409956,30,0,-73.9564889,40.7840414,-73.9720595,40.7596398
3,id2400257,2016-01-25 08:01:34,2016-01-25 08:19:53,1099,42428746,42421800,0,2309,87,384,id2400257,0.0046,160.58078918294697,5.2299,999999,3,384,5.2299,1,0,-73.968308,40.7998233,-73.9703136,40.7839863
4,id0681657,2016-01-25 08:24:08,2016-01-25 08:45:29,1281,42428746,42428601,0,2989,1441,498,id0681657,0.0046,207.75451581957643,6.7743,999999,120,498,6.7743,1,0,-73.968308,40.7998233,-73.9822622,40.7755283
5,id3444766,2016-01-25 08:01:47,2016-01-25 08:11:11,564,42435642,42428328,0,1970,100,328,id3444766,0.0046,136.95627016565962,4.4638,999999,178,342,4.30566756,20,0,-73.9939428,40.751532,-73.9820384,40.7654683
6,id1109921,2016-01-25 08:19:31,2016-01-25 08:42:26,1375,42440469,42428328,0,2402,1164,400,id1109921,0.0046,166.9799211029224,5.443,999999,151,454,5.134297596,20,1,-73.9656924,40.754497,-73.9820384,40.7654683
7,id2460363,2016-01-25 08:01:59,2016-01-25 08:35:16,1997,42442910,42427996,0,3721,112,620,id2460363,0.0046,258.62792435216045,8.4335,999999,5,620,8.4335,1,0,-73.9768235,40.7435047,-73.9551668,40.7649208
8,id1380019,2016-01-25 08:02:02,2016-01-25 08:40:22,2300,42435253,42443268,0,3609,115,601,id1380019,0.0046,250.88687680628993,8.1781,999999,6,601,8.1781,1,0,-73.9801178,40.7705326,-73.9557683,40.787896
9,id0808941,2016-01-25 08:02:31,2016-01-25 08:17:30,899,42446998,42446293,0,2990,144,498,id0808941,0.0046,207.84544598975222,6.7758,999999,8,498,6.7758,1,0,-73.970533,40.7590024,-73.9762474,40.7400362
10,id3148880,2016-01-25 08:10:37,2016-01-25 08:23:24,767,42446998,42437654,0,2647,630,441,id3148880,0.0046,183.98579216091005,5.9991,999999,445,455,5.262785748000001,40,2,-73.970533,40.7590024,-73.9906121,40.7510092
11,id1081553,2016-01-25 08:22:10,2016-01-25 08:28:52,402,42423674,42437654,0,2014,1323,335,id1081553,0.0046,140.05709656935625,4.561999999999999,999999,109,335,4.561999999999999,1,0,-73.979076,40.766876,-73.9906121,40.7510092
12,id2152000,2016-01-25 08:23:46,2016-01-25 08:29:41,355,42449928,42437654,0,1289,1419,214,id2152000,0.0046,89.69161335885443,2.9179,999999,118,214,2.9179,1,0,-73.9786092,40.745061,-73.9906121,40.7510092
13,id2921493,2016-01-25 08:03:24,2016-01-25 08:10:28,424,561042194,42442902,0,1170,197,195,id2921493,0.0046,81.31405462175323,2.652,999999,10,195,2.652,1,0,-73.9795963,40.7496466,-73.9777196,40.7422741
14,id2573277,2016-01-25 08:03:41,2016-01-25 08:31:04,1643,42437050,42437358,0,4698,214,783,id2573277,0.0046,326.5072039427323,10.6488,999999,445,1017,10.305641532,40,0,-73.970333,40.7890648,-73.9808458,40.7534662
15,id2418226,2016-01-25 08:04:15,2016-01-25 08:25:11,1256,42446016,42448813,0,2961,248,493,id2418226,0.0046,205.85140040039585,6.709299999999999,999999,205,532,6.353767044,20,0,-73.9630866,40.7750035,-73.9716693,40.7545696
16,id2387210,2016-01-25 08:04:23,2016-01-25 08:16:56,753,42449985,42446072,0,2743,256,457,id2387210,0.0046,190.65771459141286,6.2166999999999994,999999,15,457,6.2166999999999994,1,0,-73.9638433,40.7653085,-73.9555695,40.7852993
17,id3540154,2016-01-25 08:04:43,2016-01-25 08:46:48,2525,596776095,6262915548,0,9112,276,1518,id3540154,0.0046,633.3623612746593,20.6508,999999,445,1793,18.94120314,40,1,-73.9596567,40.7770113,-74.0074464,40.7072268
18,id2844289,2016-01-25 08:13:20,2016-01-25 08:43:04,1784,42428014,6262915548,0,9117,793,1519,id2844289,0.0046,633.6884262563899,20.6629,999999,447,1879,20.347818168,42,0,-73.9518686,40.7694526,-74.0074464,40.7072268
19,id3958101,2016-01-25 08:04:56,2016-01-25 08:22:36,1060,42449954,42440347,0,6383,289,1063,id3958101,0.0046,443.7204973274108,14.464300000000001,999999,397,1361,14.003882531999999,30,0,-73.9721346,40.7539308,-74.005482,40.707387
20,id2846391,2016-01-25 08:05:06,2016-01-25 08:41:21,2175,42439924,42434386,0,3912,299,652,id2846391,0.0046,271.8808390429903,8.8672,999999,20,652,8.8672,1,0,-73.9382114,40.8229663,-73.940567,40.7931826
21,id3157198,2016-01-25 08:05:06,2016-01-25 08:16:49,703,42428303,42427764,0,1908,299,318,id3157198,0.0046,132.60445830624374,4.3248,999999,21,318,4.3248,1,0,-73.9851384,40.7594263,-73.974111,40.7639334
22,id0518479,2016-01-25 08:05:10,2016-01-25 08:20:41,931,42443975,246858435,0,5175,303,862,id0518479,0.0046,359.72261145386744,11.7277,999999,346,978,11.188089732,21,0,-73.997767,40.7564802,-74.0135419,40.715284
23,id1609726,2016-01-25 08:05:13,2016-01-25 08:10:03,290,42435422,42428212,0,886,306,147,id1609726,0.0046,61.662008010948,2.0052,999999,23,147,2.0052,1,0,-73.992006,40.749101,-73.9891678,40.7430453
24,id1692668,2016-01-25 08:06:22,2016-01-25 08:21:25,903,42440326,42431497,0,2445,375,407,id1692668,0.0046,169.9898173364432,5.5397,999999,25,407,5.5397,1,0,-73.983638,40.7381579,-74.0034031,40.7387661
25,id3017895,2016-01-25 08:06:27,2016-01-25 08:40:11,2024,42443403,42449985,0,4490,380,748,id3017895,0.0046,312.0942339663589,10.1758,999999,187,791,9.182892672000001,20,0,-73.9656255,40.795486,-73.9638433,40.7653085
26,id3623103,2016-01-25 08:06:52,2016-01-25 08:19:08,736,42443666,4557517554,0,4432,405,738,id3623103,0.0046,308.10614278764626,10.0428,999999,234,809,8.801727335999999,20,0,-74.0170123,40.7057939,-74.0054364,40.740988
27,id2726083,2016-01-25 08:07:07,2016-01-25 08:26:32,1165,42447030,42435650,0,3328,420,554,id2726083,0.0046,231.37903483686372,7.5404,999999,315,708,7.538399159999999,21,0,-73.9667777,40.7640915,-73.992079,40.754091
28,id0373575,2016-01-25 08:07:26,2016-01-25 08:13:14,348,3579432156,42421857,0,1243,439,207,id0373575,0.0046,86.40892661480616,2.8167,999999,33,207,2.8167,1,0,-73.9666013,40.8041328,-73.9598214,40.8138307
29,id2545571,2016-01-25 08:11:57,2016-01-25 08:14:50,173,3579432156,5004570630,0,471,710,78,id2545571,0.0046,32.798412359228735,1.0653000000000001,999999,54,78,1.0653000000000001,1,0,-73.9666013,40.8041328,-73.966962,40.8075991
