,id,pickup_datetime,dropoff_datetime,trip_duration,origin,destination,status,dist,treq,ttrav,pax_id,VoT,delta,u,u_PT,ride_id,ttrav_sh,u_sh,kind,position,x_org,y_org,x_dest,y_dest
0,id2256761,2016-01-28 08:00:07,2016-01-28 08:24:14,1447,42444414,42435644,0,5993,7,998,id2256761,0.0046,416.61581245349316,13.5803,999999,488,1208,13.315749852,21,0,-74.007936,40.7055447,-73.9934596,40.7521959
1,id0050410,2016-01-28 08:00:18,2016-01-28 08:09:05,527,42428329,596775914,0,1389,18,231,id0050410,0.0046,96.59867060091204,3.1460999999999997,999999,2,231,3.1460999999999997,1,0,-73.9818927,40.7663007,-73.9731489,40.7584833
2,id1544654,2016-01-28 08:00:21,2016-01-28 08:11:16,655,42453575,42444456,0,2507,21,417,id1544654,0.0046,174.34162919585907,5.6787,999999,3,417,5.6787,1,0,-73.954817,40.789205,-73.9388881,40.8049979
3,id2400269,2016-01-28 08:01:11,2016-01-28 08:16:49,938,42449991,42440452,0,2058,71,343,id2400269,0.0046,143.02933710390442,4.6648,999999,4,343,4.6648,1,0,-73.9620184,40.7678094,-73.9767414,40.7591757
4,id1491295,2016-01-28 08:01:24,2016-01-28 08:20:00,1116,596776173,42448811,0,3744,84,624,id1491295,0.0046,260.20497478961033,8.4864,999999,645,708,8.036622024,30,0,-73.9536184,40.7852953,-73.9747884,40.755886
5,id2901144,2016-01-28 08:01:26,2016-01-28 08:12:22,656,42430063,42427762,0,1986,86,331,id2901144,0.0046,138.0253952810273,4.5016,999999,6,331,4.5016,1,0,-73.9591761,40.7717042,-73.973478,40.7636614
6,id2711628,2016-01-28 08:06:39,2016-01-28 08:15:21,522,5542680310,42427762,0,1265,399,210,id2711628,0.0046,88.02363275122872,2.8635,999999,37,210,2.8635,1,0,-73.9634512,40.7658448,-73.973478,40.7636614
7,id3928209,2016-01-28 08:01:37,2016-01-28 08:04:07,150,42446994,42452882,0,599,97,99,id3928209,0.0046,41.73717088961533,1.3538999999999999,999999,8,99,1.3538999999999999,1,0,-73.9714431,40.7577574,-73.9652275,40.7551318
8,id0118644,2016-01-28 08:06:24,2016-01-28 08:08:49,145,42449961,42452882,0,445,384,74,id0118644,0.0046,30.9485714112514,1.0079,999999,33,74,1.0079,1,0,-73.9698433,40.7570938,-73.9652275,40.7551318
9,id0924552,2016-01-28 08:01:41,2016-01-28 08:23:12,1291,4461990857,42434085,0,2259,101,376,id0924552,0.0046,157.06296762734394,5.1181,999999,9,376,5.1181,1,0,-73.9910985,40.7503422,-73.9741902,40.7539937
10,id2056791,2016-01-28 08:03:02,2016-01-28 08:09:44,402,7802856341,42431544,0,1773,182,295,id2056791,0.0046,123.28636032292337,4.0165,999999,13,295,4.0165,1,0,-73.9782852,40.7730308,-73.9744717,40.7622903
11,id3994593,2016-01-28 08:03:13,2016-01-28 08:44:32,2479,42429340,42429340,0,0,193,0,id3994593,0.0046,0.0,0.0,999999,14,0,0.0,1,0,-73.9517388,40.777887,-73.9517388,40.777887
