,id,pickup_datetime,dropoff_datetime,trip_duration,origin,destination,status,dist,treq,ttrav,pax_id,VoT,delta,u,u_PT,ride_id,ttrav_sh,u_sh,kind,position,x_org,y_org,x_dest,y_dest
0,id1675649,2016-01-29 08:00:01,2016-01-29 08:12:04,723,42434160,4347550071,0,2739,0,456,id1675649,0.0046,190.42257977985813,6.2061,999999,0,456,6.2061,1,0,-73.9745165,40.788361,-73.9813592,40.7680864
1,id0198502,2016-01-29 08:00:24,2016-01-29 08:06:11,347,42455934,42442983,0,1513,23,252,id0198502,0.0046,105.17370845059537,3.4287,999999,4,252,3.4287,1,0,-73.9661361,40.7538651,-73.9611457,40.7649866
2,id2243821,2016-01-29 08:00:33,2016-01-29 08:08:50,497,42428308,42430643,0,2136,32,356,id2243821,0.0046,148.45027407868795,4.8416,999999,200,371,4.385248368,20,0,-73.9840983,40.7614503,-74.0010329,40.7570547
3,id0737433,2016-01-29 08:00:43,2016-01-29 08:06:47,364,42430304,42445661,0,1326,42,221,id0737433,0.0046,92.15592857132035,3.0056000000000003,999999,7,221,3.0056000000000003,1,0,-73.9877663,40.7497931,-73.9758579,40.7488821
4,id2325984,2016-01-29 08:00:52,2016-01-29 08:12:31,699,42446925,42443810,0,2161,51,360,id2325984,0.0046,150.2091848564895,4.8975,999999,9,360,4.8975,1,0,-73.9847586,40.7395037,-73.976974,40.754349
5,id3714778,2016-01-29 08:10:05,2016-01-29 08:18:43,518,42442952,42443810,0,992,604,165,id3714778,0.0046,68.98606040491207,2.247,999999,586,165,2.046480096,21,1,-73.96852,40.754877,-73.976974,40.754349
6,id3343501,2016-01-29 08:00:56,2016-01-29 08:21:36,1240,42430241,42448317,0,4541,55,756,id3343501,0.0046,315.70298569213776,10.2891,999999,772,939,10.224683171999999,30,0,-73.998714,40.734784,-73.9696819,40.7628745
7,id3023301,2016-01-29 08:01:07,2016-01-29 08:15:52,885,42435328,42436541,0,2050,66,341,id3023301,0.0046,142.55906748079482,4.6436,999999,217,356,4.073180388,20,0,-73.965178,40.7909938,-73.9556911,40.7820711
8,id2725965,2016-01-29 08:01:16,2016-01-29 08:15:03,827,42428007,42430356,0,3428,75,571,id2725965,0.0046,238.2860920789213,7.7686,999999,263,640,7.276163616,20,0,-73.9537482,40.7668593,-73.9808828,40.7592744
9,id1709221,2016-01-29 08:21:35,2016-01-29 08:41:36,1201,42437363,1919595915,0,4023,1294,670,id1709221,0.0046,279.65954228783346,9.1165,999999,843,699,8.447892648,42,3,-73.9869489,40.7560361,-73.9968134,40.7253844
10,id2532653,2016-01-29 08:01:46,2016-01-29 08:14:48,782,42442961,42430344,0,2190,105,365,id2532653,0.0046,152.20323044584583,4.964,999999,15,365,4.964,1,0,-73.9648028,40.7599916,-73.9827118,40.7567712
11,id3700654,2016-01-29 08:01:59,2016-01-29 08:10:24,505,42443336,42442492,0,1828,118,304,id3700654,0.0046,127.130246860257,4.1404,999999,16,304,4.1404,1,0,-73.9787995,40.7774164,-73.9726862,40.7908684
12,id1712214,2016-01-29 08:11:59,2016-01-29 08:22:16,617,7802856349,42431024,0,1725,718,287,id1712214,0.0046,119.95039910767196,3.9077,999999,238,313,3.76543488,20,0,-73.9778332,40.7736587,-73.9802046,40.7856592
13,id3064845,2016-01-29 08:02:01,2016-01-29 08:08:01,360,42446270,42435624,0,1720,120,286,id3064845,0.0046,119.62433412594135,3.8956,999999,17,286,3.8956,1,0,-73.9824628,40.7426439,-73.9984812,40.7452932
14,id1438681,2016-01-29 08:02:08,2016-01-29 08:13:28,680,42432679,42458267,0,2838,127,473,id1438681,0.0046,197.23870685173995,6.4328,999999,640,487,5.621247804,21,0,-74.009866,40.705797,-73.996952,40.72388
15,id2786318,2016-01-29 08:02:37,2016-01-29 08:05:25,168,42432679,42444271,0,747,156,124,id2786318,0.0046,51.98018934692437,1.6909,999999,640,124,1.493050476,21,1,-74.009866,40.705797,-74.0034584,40.7080617
16,id2941346,2016-01-29 08:02:25,2016-01-29 08:09:03,398,42427483,42433620,0,1638,144,273,id2941346,0.0046,113.83967647045455,3.7127999999999997,999999,20,273,3.7127999999999997,1,0,-74.003684,40.748355,-73.991633,40.754707
17,id3153111,2016-01-29 08:02:42,2016-01-29 08:16:16,814,42436477,561042197,0,3097,161,516,id3153111,0.0046,215.2604285538921,7.0191,999999,522,516,6.0437910839999995,21,1,-73.9654336,40.7717839,-73.978829,40.7503595
18,id0485324,2016-01-29 08:02:43,2016-01-29 08:15:01,738,42442870,1919595923,0,1665,162,277,id0485324,0.0046,115.78044758860766,3.7717,999999,23,277,3.7717,1,0,-73.985909,40.731019,-73.9821814,40.7209056
19,id2014643,2016-01-29 08:03:08,2016-01-29 08:05:55,167,42432889,42437204,0,542,187,90,id2014643,0.0046,37.71142401193004,1.2269999999999999,999999,24,90,1.2269999999999999,1,0,-73.9526098,40.8032512,-73.9514741,40.7994436
20,id0690928,2016-01-29 08:03:09,2016-01-29 08:12:01,532,42431656,42439409,0,1908,188,318,id0690928,0.0046,132.60445830624374,4.3248,999999,523,331,4.118376324,21,0,-73.9642995,40.7646823,-73.9512608,40.7742922
21,id2504832,2016-01-29 08:03:15,2016-01-29 08:10:47,452,42435663,42445920,0,1175,194,195,id2504832,0.0046,81.76870547263229,2.6595,999999,27,195,2.6595,1,0,-73.9897914,40.7572335,-73.9783597,40.7541119
22,id3193828,2016-01-29 08:17:49,2016-01-29 08:22:31,282,42435684,42445920,0,1474,1068,245,id3193828,0.0046,102.52753289777783,3.338,999999,120,245,3.338,1,0,-73.9861011,40.7622941,-73.9783597,40.7541119
23,id0220636,2016-01-29 08:03:25,2016-01-29 08:19:50,985,42435707,42446959,0,2247,204,374,id0220636,0.0046,156.2289773235311,5.0908999999999995,999999,28,374,5.0908999999999995,1,0,-73.9842688,40.7647981,-73.9760571,40.7514371
24,id1886461,2016-01-29 08:03:30,2016-01-29 08:15:36,726,42428037,596776127,0,1310,209,218,id1886461,0.0046,91.08680345595266,2.9678,999999,29,218,2.9678,1,0,-73.947122,40.775929,-73.9592044,40.7776415
25,id0776881,2016-01-29 08:03:41,2016-01-29 08:10:17,396,42446086,42429338,0,1274,220,212,id0776881,0.0046,88.58483254451411,2.8862,999999,217,245,2.774897892,20,1,-73.9541623,40.787231,-73.9539755,40.7788301
26,id0859594,2016-01-29 08:04:24,2016-01-29 08:13:26,542,42432598,42427824,0,1875,263,312,id0859594,0.0046,130.37527790533264,4.2477,999999,200,312,3.886762224,20,1,-73.9922415,40.7640575,-74.0042702,40.7526451
27,id2986351,2016-01-29 08:04:26,2016-01-29 08:17:21,775,42439170,42445916,0,2217,265,369,id2986351,0.0046,154.14400156399893,5.0229,999999,772,384,4.7608404360000005,30,1,-73.9845088,40.7369623,-73.9792901,40.752813
28,id3552519,2016-01-29 08:08:05,2016-01-29 08:20:55,770,42437951,42445916,0,3465,484,577,id3552519,0.0046,240.87899316053574,7.851699999999999,999999,323,604,7.33501872,20,0,-73.997987,40.732946,-73.9792901,40.752813
29,id3290567,2016-01-29 08:04:39,2016-01-29 08:23:10,1111,42435660,42449971,0,2844,278,474,id3290567,0.0046,197.65570200364633,6.446400000000001,999999,605,588,6.12093336,21,0,-73.990276,40.756567,-73.9670328,40.7609363
30,id0470728,2016-01-29 08:04:40,2016-01-29 08:07:51,191,42436919,42447126,0,571,279,95,id0470728,0.0046,39.70546960128636,1.2935,999999,35,95,1.2935,1,0,-73.9578122,40.7735731,-73.9569911,40.7775365
31,id2003311,2016-01-29 08:05:02,2016-01-29 08:11:23,381,1061531447,42445936,0,1724,301,287,id2003311,0.0046,119.85946893749616,3.9062,999999,303,333,3.793448148,20,0,-73.9820525,40.7713467,-73.9737664,40.7603711
32,id2860168,2016-01-29 08:05:17,2016-01-29 08:14:32,555,42435714,42445936,0,1193,316,198,id2860168,0.0046,83.0196909283516,2.7003,999999,303,198,2.618375028,20,1,-73.9828727,40.7667157,-73.9737664,40.7603711
33,id0569386,2016-01-29 08:05:05,2016-01-29 08:25:08,1203,42449961,596799866,0,2439,304,406,id0569386,0.0046,169.57282218453673,5.5261,999999,38,406,5.5261,1,0,-73.9698433,40.7570938,-73.9518597,40.7660684
34,id2080196,2016-01-29 08:16:37,2016-01-29 08:26:10,573,42435714,561042198,0,2387,996,397,id2080196,0.0046,166.0017261577305,5.4067,999999,585,397,4.987028196,21,1,-73.9828727,40.7667157,-73.9787155,40.7508917
35,id2980770,2016-01-29 08:05:46,2016-01-29 08:11:17,331,42447235,42436922,0,1414,345,235,id2980770,0.0046,98.35758137871356,3.202,999999,523,235,3.028552188,21,1,-73.9633881,40.7659323,-73.9531865,40.771655
36,id3143038,2016-01-29 08:05:49,2016-01-29 08:15:39,590,42436374,42428476,0,1775,348,295,id3143038,0.0046,123.46822066327499,4.0195,999999,42,295,4.0195,1,0,-74.0069526,40.7294927,-73.991921,40.731166
