,id,pickup_datetime,dropoff_datetime,trip_duration,origin,destination,status,dist,treq,ttrav,pax_id,VoT,delta,u,u_PT,ride_id,ttrav_sh,u_sh,kind,position,x_org,y_org,x_dest,y_dest
0,id0002054,2016-01-27 08:00:04,2016-01-27 08:08:21,497,42445236,42456611,0,1702,0,283,id0002054,0.0046,118.37334867022204,3.8548,999999,523,283,3.836992848,21,1,-73.9611049,40.7690611,-73.9720595,40.7596398
1,id3060403,2016-01-27 08:00:05,2016-01-27 08:11:50,705,42432444,42439001,0,3169,1,528,id3060403,0.0046,220.26437037676916,7.1823,999999,490,541,6.653026848,21,0,-73.9765282,40.7507724,-73.9780305,40.7294404
2,id1057019,2016-01-27 08:00:27,2016-01-27 08:18:15,1068,42427426,42445947,0,3457,23,576,id1057019,0.0046,240.2801376682777,7.835100000000001,999999,532,737,7.559124863999999,21,0,-73.9951595,40.744765,-73.9718686,40.7629676
3,id1023945,2016-01-27 08:19:46,2016-01-27 08:26:51,425,42443807,42445947,0,1215,1182,202,id1023945,0.0046,84.50581119562565,2.7517,999999,122,202,2.7517,1,0,-73.977432,40.753717,-73.9718686,40.7629676
4,id3284293,2016-01-27 08:25:31,2016-01-27 08:33:11,460,42444043,42445947,0,1045,1527,174,id3284293,0.0046,72.64808660189408,2.3678999999999997,999999,166,174,2.3678999999999997,1,0,-73.9778974,40.7547483,-73.9718686,40.7629676
5,id0396933,2016-01-27 08:00:34,2016-01-27 08:01:19,45,42437018,42428480,0,675,30,112,id0396933,0.0046,46.97624752404725,1.5276999999999998,999999,562,112,1.498792116,21,1,-73.9893863,40.7359584,-73.9914619,40.7317445
6,id3956160,2016-01-27 08:21:25,2016-01-27 08:30:39,554,42436748,42428480,0,1542,1281,257,id3956160,0.0046,107.16775403995169,3.4952,999999,135,257,3.4952,1,0,-73.9835616,40.7439234,-73.9914619,40.7317445
7,id0056551,2016-01-27 08:00:41,2016-01-27 08:06:56,375,4597668040,1919595915,0,1807,37,301,id0056551,0.0046,125.6064708940103,4.0951,999999,562,342,3.946732236,21,0,-73.9869016,40.7395407,-73.9968134,40.7253844
8,id1120846,2016-01-27 08:00:54,2016-01-27 08:05:46,292,42442898,42440743,0,1331,50,221,id1120846,0.0046,92.61057942219941,3.0130999999999997,999999,490,221,3.009876888,21,1,-73.9786461,40.7410388,-73.982557,40.7313565
9,id2954235,2016-01-27 08:00:57,2016-01-27 08:12:46,709,42443807,42430235,0,3517,53,586,id2954235,0.0046,244.45008918734194,7.9711,999999,551,586,7.068692772,21,1,-73.977432,40.753717,-74.000066,40.732929
10,id3459573,2016-01-27 08:04:55,2016-01-27 08:10:54,359,42443807,42430361,0,1110,291,185,id3459573,0.0046,77.14410310268896,2.516,999999,208,239,2.4756484920000004,20,1,-73.977432,40.753717,-73.9799722,40.7605248
11,id2335249,2016-01-27 08:10:55,2016-01-27 08:15:03,248,42435660,42430361,0,1352,651,225,id2335249,0.0046,94.00576951929764,3.0629999999999997,999999,78,225,3.0629999999999997,1,0,-73.990276,40.756567,-73.9799722,40.7605248
12,id3520790,2016-01-27 08:01:24,2016-01-27 08:08:38,434,42435663,596775870,0,1795,80,299,id3520790,0.0046,124.77248059019746,4.0679,999999,208,343,3.644159556,20,0,-73.9897914,40.7572335,-73.9740877,40.7572227
13,id3716506,2016-01-27 08:21:02,2016-01-27 08:33:10,728,42435663,42430358,0,1190,1258,198,id3716506,0.0046,82.74690041782414,2.6957999999999998,999999,231,213,2.417360928,20,0,-73.9897914,40.7572335,-73.9804176,40.7599106
14,id3678922,2016-01-27 08:29:37,2016-01-27 08:43:30,833,42457476,42430358,0,852,1773,142,id3678922,0.0046,59.21331157071262,1.9312,999999,182,142,1.9312,1,0,-73.9754495,40.75535,-73.9804176,40.7599106
