,id,pickup_datetime,dropoff_datetime,trip_duration,origin,destination,status,dist,treq,ttrav,pax_id,VoT,delta,u,u_PT,ride_id,ttrav_sh,u_sh,kind,position,x_org,y_org,x_dest,y_dest
0,id0779922,2016-01-28 16:00:59,2016-01-28 16:25:11,1452,42428595,42445001,0,2021,59,336,id0779922,0.0046,140.5650218914385,4.5771,999999,4,336,4.5771,1,0,-73.9823204,40.7739188,-73.9930728,40.75784
1,id0279046,2016-01-28 16:09:22,2016-01-28 16:16:37,435,42427369,1692433920,0,1745,562,290,id0279046,0.0046,121.38324490374286,3.9515000000000002,999999,46,290,3.9515000000000002,1,0,-73.9909583,40.7396792,-73.9966626,40.7269315
2,id3326856,2016-01-28 16:01:23,2016-01-28 16:28:36,1633,2061592973,42431490,0,4993,83,832,id3326856,0.0046,347.03089655632294,11.316699999999999,999999,320,1021,11.047319328,31,0,-73.9899959,40.7722404,-73.99312,40.736691
3,id1180371,2016-01-28 16:01:30,2016-01-28 16:15:35,845,42434965,42453398,0,5557,90,926,id1180371,0.0046,386.22844083552707,12.595099999999999,999999,310,1156,12.403858176,21,0,-73.975394,40.745442,-74.0134178,40.7144376
4,id2126467,2016-01-28 16:02:16,2016-01-28 16:14:15,719,4597668032,42430295,0,1107,136,184,id2126467,0.0046,76.99989846131,2.5069,999999,13,184,2.5069,1,0,-73.9850299,40.7421093,-73.9887,40.7485163
5,id1005516,2016-01-28 16:03:07,2016-01-28 16:10:57,470,42434279,42429375,0,1236,187,206,id1005516,0.0046,85.90100129272392,2.8016,999999,16,206,2.8016,1,0,-74.0018592,40.7458555,-74.0001742,40.7378614
6,id3360780,2016-01-28 16:03:15,2016-01-28 16:12:21,546,5706568771,596775882,0,1184,195,197,id3360780,0.0046,82.3299052659177,2.6822,999999,17,197,2.6822,1,0,-73.9730268,40.7642759,-73.9749965,40.755973
7,id0489045,2016-01-28 16:03:23,2016-01-28 16:07:59,276,42438859,42442475,0,928,203,154,id0489045,0.0046,64.580974074293,2.1004,999999,18,154,2.1004,1,0,-73.9764438,40.7806762,-73.9755093,40.7870011
8,id2110942,2016-01-28 16:03:27,2016-01-28 16:12:23,536,42427915,596776078,0,1360,207,226,id2110942,0.0046,94.60462501155571,3.0796,999999,254,226,2.960275248,21,1,-73.9717218,40.7820299,-73.9611212,40.7750107
9,id1571043,2016-01-28 16:03:39,2016-01-28 16:23:52,1213,42435422,42438503,0,5308,219,884,id1571043,0.0046,368.9874349659846,12.0284,999999,220,899,10.318142903999998,20,0,-73.992006,40.749101,-73.9567991,40.7749613
