,id,pickup_datetime,dropoff_datetime,trip_duration,origin,destination,status,dist,treq,ttrav,pax_id,VoT,delta,u,u_PT,ride_id,ttrav_sh,u_sh,kind,position,x_org,y_org,x_dest,y_dest
0,id1190426,2016-01-30 16:00:07,2016-01-30 16:14:00,833,42449017,42452048,0,1677,4,279,id1190426,0.0046,116.61443789242053,3.7988999999999997,999999,2,279,3.7988999999999997,1,0,-73.9894855,40.7301298,-73.9998563,40.7204467
1,id2005500,2016-01-30 16:00:12,2016-01-30 16:17:21,1029,42445661,42438513,0,4180,9,696,id2005500,0.0046,290.5923464075763,9.471599999999999,999999,452,743,8.27546976,21,0,-73.9758579,40.7488821,-73.9475897,40.7710722
2,id3165085,2016-01-30 16:11:07,2016-01-30 16:30:36,1169,42455357,1773121034,0,2367,664,394,id3165085,0.0046,164.56888036165958,5.3629,999999,66,394,5.3629,1,0,-74.008051,40.7393804,-73.9912281,40.7277632
3,id1935850,2016-01-30 16:00:29,2016-01-30 16:17:08,999,4597668038,42443000,0,4826,26,804,id1935850,0.0046,335.4459624731188,10.9374,999999,363,819,9.710369832000001,20,0,-73.9882045,40.7377528,-73.959779,40.7668653
4,id1733179,2016-01-30 16:17:29,2016-01-30 16:28:25,656,1061531685,596776046,0,2351,1046,391,id1733179,0.0046,163.49975524629195,5.3251,999999,104,391,5.3251,1,0,-73.9820938,40.772174,-73.9625131,40.7731052
5,id1388227,2016-01-30 16:00:55,2016-01-30 16:27:45,1610,42452973,42440737,0,2447,52,407,id1388227,0.0046,170.17167767679484,5.5427,999999,9,407,5.5427,1,0,-73.9835911,40.7497076,-73.984941,40.732347
6,id2437730,2016-01-30 16:00:55,2016-01-30 16:03:13,138,1775176473,42436707,0,748,52,124,id2437730,0.0046,52.07111951710018,1.6924000000000001,999999,10,124,1.6924000000000001,1,0,-73.9640936,40.7609696,-73.9693886,40.7577006
7,id0805724,2016-01-30 16:01:09,2016-01-30 16:05:36,267,42430344,42427762,0,1358,66,226,id0805724,0.0046,94.42276467120412,3.0766,999999,11,226,3.0766,1,0,-73.9827118,40.7567712,-73.973478,40.7636614
8,id0180299,2016-01-30 16:01:11,2016-01-30 16:07:05,354,42428420,42442107,0,1678,68,279,id0180299,0.0046,116.70536806259635,3.8004,999999,12,279,3.8004,1,0,-74.003533,40.717449,-74.0080337,40.7054212
9,id0953489,2016-01-30 16:02:01,2016-01-30 16:07:56,355,42435596,42433620,0,1898,118,316,id0953489,0.0046,131.95232834278252,4.3006,999999,574,331,3.736022616,31,1,-74.0024906,40.7397447,-73.991633,40.754707
10,id1954520,2016-01-30 16:19:15,2016-01-30 16:29:11,596,4557517554,42433620,0,2182,1152,363,id1954520,0.0046,151.73296082273617,4.9428,999999,114,363,4.9428,1,0,-74.0054364,40.740988,-73.991633,40.754707
11,id2510187,2016-01-30 16:03:24,2016-01-30 16:05:14,110,42435596,42434271,0,618,201,103,id2510187,0.0046,42.95050064636196,1.4008,999999,574,103,1.18463148,31,2,-74.0024906,40.7397447,-73.9989693,40.74463
12,id2159959,2016-01-30 16:02:31,2016-01-30 16:17:38,907,4557517555,42445916,0,3589,148,598,id2159959,0.0046,249.45403101021907,8.1343,999999,574,628,7.081426848,31,0,-74.0059045,40.7402804,-73.9792901,40.752813
13,id1747204,2016-01-30 16:24:05,2016-01-30 16:40:49,1004,42430231,42445916,0,3401,1442,566,id1747204,0.0046,236.47390682991664,7.7051,999999,553,595,7.232787288,30,0,-74.000954,40.731706,-73.9792901,40.752813
14,id3270891,2016-01-30 16:02:39,2016-01-30 16:10:38,479,42440012,42435301,0,2174,156,362,id3270891,0.0046,151.13410533047818,4.9262,999999,302,377,4.666832063999999,20,0,-73.9818975,40.7629646,-73.9740821,40.7788106
15,id0009479,2016-01-30 16:02:44,2016-01-30 16:09:59,435,42438513,596788016,0,1700,161,283,id0009479,0.0046,118.19148832987042,3.8518,999999,16,283,3.8518,1,0,-73.9475897,40.7710722,-73.962975,40.7724713
16,id0187818,2016-01-30 16:02:45,2016-01-30 16:32:46,1801,42432068,42445914,0,4095,162,682,id0187818,0.0046,284.66348411071056,9.2797,999999,480,808,8.616350616,21,0,-73.986948,40.7209878,-73.9802194,40.7515248
17,id1207641,2016-01-30 16:02:47,2016-01-30 16:31:00,1693,42455751,589100228,0,4143,164,690,id1207641,0.0046,287.999445325962,9.3885,999999,18,690,9.3885,1,0,-73.9959405,40.7589842,-73.975161,40.7359099
18,id3179621,2016-01-30 16:21:35,2016-01-30 16:35:38,843,1825841655,4412043541,0,3935,1292,655,id3179621,0.0046,273.5864753495887,8.9155,999999,391,693,8.18393304,20,0,-73.9822581,40.7683242,-73.9722255,40.7430812
19,id2520966,2016-01-30 16:29:35,2016-01-30 16:37:37,482,1825841655,42447007,0,1431,1772,238,id2520966,0.0046,99.51763666425703,3.2413,999999,174,238,3.2413,1,0,-73.9822581,40.7683242,-73.9686254,40.7616133
20,id0094550,2016-01-30 16:02:55,2016-01-30 16:19:14,979,42428020,42432693,0,4009,172,668,id0094550,0.0046,278.64369164366894,9.0863,999999,420,683,8.182870788,21,0,-73.9504368,40.7714021,-73.9794472,40.755396
21,id3602856,2016-01-30 16:06:07,2016-01-30 16:12:30,383,42447020,42440153,0,1272,364,212,id3602856,0.0046,88.4029722041625,2.8832,999999,560,241,2.6593642080000004,32,0,-73.9676986,40.7628504,-73.9772064,40.7585437
22,id2372935,2016-01-30 16:14:02,2016-01-30 16:19:55,353,42446701,42432580,0,1755,839,292,id2372935,0.0046,122.03537486720408,3.9757,999999,89,292,3.9757,1,0,-73.9850345,40.7477803,-73.9776624,40.7579096
23,id3932015,2016-01-30 16:03:15,2016-01-30 16:07:19,244,42455932,371037281,0,1064,192,177,id3932015,0.0046,73.99000222778918,2.4102,999999,452,177,2.030180904,21,1,-73.9676901,40.7520492,-73.9629046,40.7600241
24,id0452228,2016-01-30 16:04:06,2016-01-30 16:10:16,370,42445374,42435657,0,1800,243,300,id0452228,0.0046,125.09854557192807,4.08,999999,24,300,4.08,1,0,-73.9797197,40.7463897,-73.9907278,40.7559486
25,id3952702,2016-01-30 16:04:17,2016-01-30 16:18:50,873,42430589,42433577,0,3291,254,548,id3952702,0.0046,228.78613375524935,7.4573,999999,429,729,7.405641192000001,21,0,-74.0070034,40.7488871,-74.001127,40.724166
26,id0371758,2016-01-30 16:04:24,2016-01-30 16:15:06,642,9140654137,42446987,0,687,261,114,id0371758,0.0046,47.81023782786011,1.5549,999999,26,114,1.5549,1,0,-73.9776193,40.7521935,-73.9732717,40.7552316
27,id1055692,2016-01-30 16:04:27,2016-01-30 16:14:32,605,42446478,42436539,0,1895,264,315,id1055692,0.0046,131.80812370140356,4.2915,999999,366,330,3.735602004,20,0,-73.9536513,40.7710181,-73.9574044,40.7827919
28,id3566118,2016-01-30 16:04:29,2016-01-30 16:23:57,1168,42437283,596799866,0,5135,266,855,id3566118,0.0046,356.985505730874,11.6355,999999,363,911,10.590378864,20,1,-73.985362,40.7357911,-73.9518597,40.7660684
29,id1634381,2016-01-30 16:05:27,2016-01-30 16:11:21,354,4016646206,42431057,0,626,324,104,id1634381,0.0046,43.54935613862002,1.4174,999999,30,104,1.4174,1,0,-73.9698747,40.7896847,-73.9759952,40.7914325
30,id0444460,2016-01-30 16:20:17,2016-01-30 16:30:44,627,42447007,42440163,0,2244,1214,374,id0444460,0.0046,155.95618681300363,5.0864,999999,121,374,5.0864,1,0,-73.9686254,40.7616133,-73.9889429,40.7634901
31,id2047852,2016-01-30 16:06:22,2016-01-30 16:14:30,488,42437423,42433567,0,2654,379,442,id2047852,0.0046,184.4937174829923,6.0142,999999,36,442,6.0142,1,0,-73.969365,40.769271,-73.9769058,40.7850879
32,id0374686,2016-01-30 16:06:29,2016-01-30 16:35:31,1742,42427762,1692433919,0,4725,386,787,id0374686,0.0046,328.44797506088537,10.7077,999999,560,825,9.20088408,32,1,-73.973478,40.7636614,-73.9958473,40.7265273
33,id0966052,2016-01-30 16:06:40,2016-01-30 16:20:32,832,42448238,1061531654,0,3989,397,664,id0966052,0.0046,277.3394317167465,9.0379,999999,366,672,7.756005036,20,1,-73.9554065,40.7768695,-73.9677649,40.8013033
34,id0647579,2016-01-30 16:06:51,2016-01-30 16:13:20,389,42442475,42442577,0,2683,408,447,id0647579,0.0046,186.48776307234863,6.0807,999999,39,447,6.0807,1,0,-73.9755093,40.7870011,-73.960109,40.8081275
35,id1779745,2016-01-30 16:07:10,2016-01-30 16:15:23,493,42455643,42435663,0,1754,427,292,id1779745,0.0046,121.94444469702829,3.9741999999999997,999999,186,306,3.7870967159999998,20,0,-73.988561,40.7691175,-73.9897914,40.7572335
36,id3026750,2016-01-30 16:24:50,2016-01-30 16:41:59,1029,42428433,42435663,0,4769,1487,794,id3026750,0.0046,331.548801464582,10.805900000000001,999999,436,895,9.860741483999998,21,0,-74.0018769,40.7194058,-73.9897914,40.7572335
37,id3684473,2016-01-30 16:26:06,2016-01-30 16:40:24,858,42455643,6680686184,0,2093,1563,348,id3684473,0.0046,145.5689637143156,4.7402999999999995,999999,151,348,4.7402999999999995,1,0,-73.988561,40.7691175,-73.9679445,40.7595452
38,id3867957,2016-01-30 16:07:21,2016-01-30 16:22:56,935,42430713,42439280,0,3253,438,542,id3867957,0.0046,226.1023025034592,7.3727,999999,41,542,7.3727,1,0,-73.9936879,40.7671312,-74.0039992,40.7428829
39,id0009812,2016-01-30 16:07:27,2016-01-30 16:17:35,608,42438805,42447009,0,1722,444,287,id0009812,0.0046,119.67760859714451,3.9032,999999,420,287,3.680553852,21,1,-73.9554803,40.768476,-73.9681649,40.7622342
40,id1013653,2016-01-30 16:08:06,2016-01-30 16:15:16,430,561042193,42447009,0,2078,483,346,id1013653,0.0046,144.46218289997535,4.7086,999999,446,346,4.154528148,21,1,-73.9804866,40.7484166,-73.9681649,40.7622342
41,id2737285,2016-01-30 16:07:32,2016-01-30 16:18:33,661,42437881,5849918502,0,1020,449,170,id2737285,0.0046,70.88917582409256,2.3120000000000003,999999,44,170,2.3120000000000003,1,0,-73.9895926,40.741556,-73.9994252,40.74401
42,id2419069,2016-01-30 16:07:39,2016-01-30 16:13:32,353,42445950,42446066,0,2597,456,432,id2419069,0.0046,180.59655647445544,5.8827,999999,484,432,4.942568172,21,1,-73.9714153,40.7635968,-73.9564889,40.7840414
43,id3578402,2016-01-30 16:07:46,2016-01-30 16:13:19,333,42439990,42437644,0,1505,463,250,id3578402,0.0046,104.70343882748578,3.4074999999999998,999999,508,250,3.100257084,21,1,-73.9850867,40.7585867,-73.9845319,40.7484394
44,id0768584,2016-01-30 16:21:28,2016-01-30 16:38:09,1001,42439990,42438784,0,3166,1285,527,id0768584,0.0046,220.12016573539023,7.1732,999999,533,671,7.0933840319999995,30,0,-73.9850867,40.7585867,-73.9917336,40.7352214
45,id1985583,2016-01-30 16:07:56,2016-01-30 16:20:41,765,42427324,42435596,0,2710,473,451,id1985583,0.0046,188.42853419050175,6.1396,999999,232,527,6.029122956,20,1,-73.9985112,40.7198029,-74.0024906,40.7397447
46,id0979519,2016-01-30 16:08:00,2016-01-30 16:10:55,175,42434974,42440469,0,1277,477,212,id0979519,0.0046,88.85762305504156,2.8907,999999,49,212,2.8907,1,0,-73.9730267,40.7444484,-73.9656924,40.754497
47,id3323327,2016-01-30 16:08:07,2016-01-30 16:50:03,2516,42436439,42452812,0,7753,484,1292,id3323327,0.0046,538.8486664332793,17.5727,999999,504,1310,15.91860258,21,0,-74.0051265,40.7408505,-73.9538449,40.784576
48,id0793595,2016-01-30 16:17:41,2016-01-30 16:31:56,855,42439389,42438886,0,3150,1058,525,id0793595,0.0046,218.92245475087412,7.14,999999,261,546,7.1060973,20,1,-73.9622984,40.7789465,-73.9743304,40.756516
49,id2134110,2016-01-30 16:15:58,2016-01-30 16:23:05,427,42430333,42438886,0,1189,955,198,id2134110,0.0046,82.65597024764834,2.6943,999999,96,198,2.6943,1,0,-73.984118,40.754842,-73.9743304,40.756516
50,id0934709,2016-01-30 16:28:22,2016-01-30 16:45:51,1049,42439389,42430344,0,3306,1699,551,id0934709,0.0046,229.76432870044118,7.493599999999999,999999,165,551,7.493599999999999,1,0,-73.9622984,40.7789465,-73.9827118,40.7567712
51,id0218779,2016-01-30 16:08:36,2016-01-30 16:12:12,216,42428027,42429340,0,774,513,129,id0218779,0.0046,53.79237459592906,1.7544,999999,53,129,1.7544,1,0,-73.9490092,40.773343,-73.9517388,40.777887
52,id3102432,2016-01-30 16:08:47,2016-01-30 16:29:15,1228,42436700,42439070,0,3268,524,544,id3102432,0.0046,227.20908331779947,7.4044,999999,560,544,6.331704768,32,2,-73.9758441,40.7604084,-73.9946012,40.7346805
53,id0069564,2016-01-30 16:08:56,2016-01-30 16:14:32,336,42444985,42438547,0,1423,533,237,id0069564,0.0046,98.91878117199899,3.2247000000000003,999999,251,251,2.826581148,20,0,-73.9940178,40.7565324,-73.9933621,40.7472363
54,id0578911,2016-01-30 16:09:00,2016-01-30 16:19:57,657,42440820,1773084405,0,1604,537,267,id0578911,0.0046,111.51956589936759,3.6342,999999,232,291,3.57603018,20,0,-74.0025862,40.719915,-73.9917292,40.7263628
55,id3913621,2016-01-30 16:09:30,2016-01-30 16:27:55,1105,42427371,1692433939,0,1817,567,302,id3913621,0.0046,126.38718672661997,4.1147,999999,429,302,3.5689422000000004,21,1,-73.9941671,40.7410305,-74.0004975,40.7299867
56,id0667752,2016-01-30 16:09:36,2016-01-30 16:35:40,1564,42436333,42431650,0,6926,573,1154,id0667752,0.0046,481.3942656403682,15.697399999999998,999999,417,1222,14.4548064,21,0,-74.008747,40.719029,-73.969127,40.7667187
57,id2039976,2016-01-30 16:09:36,2016-01-30 16:37:21,1665,42434175,42439440,0,6503,573,1083,id2039976,0.0046,452.0604003655394,14.7363,999999,556,1113,12.656143415999999,32,0,-73.947588,40.7835688,-73.991563,40.749706
58,id0994134,2016-01-30 16:09:52,2016-01-30 16:13:29,217,42436477,42436919,0,950,589,158,id0994134,0.0046,66.06709434156708,2.1518,999999,193,173,2.101297452,20,0,-73.9654336,40.7717839,-73.9578122,40.7735731
59,id2541303,2016-01-30 16:10:02,2016-01-30 16:38:43,1721,6177439750,246580797,0,5044,599,840,id2541303,0.0046,350.6396482821018,11.43,999999,556,975,10.576740504,32,1,-73.9692162,40.7634876,-74.0084893,40.7502524
60,id0642082,2016-01-30 16:10:30,2016-01-30 16:14:38,248,595245918,42431009,0,1070,627,178,id0642082,0.0046,74.40699737969562,2.4238,999999,64,178,2.4238,1,0,-73.9891896,40.7751691,-73.9825868,40.7823936
61,id3566132,2016-01-30 16:10:39,2016-01-30 16:17:45,426,42434169,42447069,0,2361,636,393,id3566132,0.0046,164.1518852097532,5.3493,999999,65,393,5.3493,1,0,-73.9514073,40.7851863,-73.9649676,40.7666013
62,id2965553,2016-01-30 16:11:14,2016-01-30 16:20:01,527,42437654,42436968,0,2763,671,460,id2965553,0.0046,192.09056038748383,6.2605,999999,251,459,5.370548196,20,1,-73.9906121,40.7510092,-74.0052872,40.7288513
63,id2079175,2016-01-30 16:11:15,2016-01-30 16:16:20,305,42440001,42449956,0,1204,672,200,id2079175,0.0046,83.76275106198862,2.726,999999,69,200,2.726,1,0,-73.9832504,40.7610948,-73.9707545,40.7558255
64,id1322042,2016-01-30 16:11:20,2016-01-30 16:27:53,993,42435657,42430694,0,1622,677,270,id1322042,0.0046,112.77055135508687,3.675,999999,70,270,3.675,1,0,-73.9907278,40.7559486,-73.9955216,40.7646184
65,id0273826,2016-01-30 16:11:22,2016-01-30 16:36:21,1499,6223571523,42432847,0,6447,679,1074,id0273826,0.0046,448.12558365802994,14.6109,999999,261,1162,13.641581676,20,0,-73.9630594,40.8093706,-73.9691318,40.7609292
66,id1575447,2016-01-30 16:11:30,2016-01-30 16:24:36,786,42431470,42437339,0,1567,687,261,id1575447,0.0046,108.92666481775322,3.5511,999999,72,261,3.5511,1,0,-73.982061,40.7320287,-73.987502,40.724584
67,id2162976,2016-01-30 16:11:32,2016-01-30 16:31:25,1193,42442959,42442851,0,3888,689,648,id2162976,0.0046,270.2128584353646,8.8128,999999,253,662,8.0568114,20,0,-73.9662513,40.7580278,-73.9885349,40.7274076
68,id3534887,2016-01-30 16:26:46,2016-01-30 16:31:35,289,42442959,42445941,0,680,1603,113,id3534887,0.0046,47.302312505777856,1.5398,999999,154,113,1.5398,1,0,-73.9662513,40.7580278,-73.9733102,40.7609986
69,id3592378,2016-01-30 16:11:49,2016-01-30 16:18:59,430,42429342,42421993,0,2302,706,383,id3592378,0.0046,160.07286386086474,5.2148,999999,74,383,5.2148,1,0,-73.9493698,40.776888,-73.9679486,40.7872303
70,id2101590,2016-01-30 16:11:54,2016-01-30 16:18:31,397,42430255,42430277,0,858,711,143,id2101590,0.0046,59.63030672261904,1.9447999999999999,999999,75,143,1.9447999999999999,1,0,-73.996337,40.738044,-73.9914152,40.7448072
71,id2585472,2016-01-30 16:12:03,2016-01-30 16:20:36,513,42450035,42433163,0,2681,720,446,id2585472,0.0046,186.43448860114543,6.0731,999999,76,446,6.0731,1,0,-73.9516568,40.7820071,-73.952458,40.799843
72,id0801743,2016-01-30 16:12:40,2016-01-30 16:20:04,444,42440022,596776156,0,3567,757,594,id0801743,0.0046,247.96791074294498,8.0829,999999,504,594,7.790097324,21,1,-73.980036,40.765521,-73.9554459,40.7827842
73,id2576824,2016-01-30 16:12:42,2016-01-30 16:23:10,628,588546798,6123654602,0,2393,759,398,id2576824,0.0046,166.41872130963694,5.4203,999999,78,398,5.4203,1,0,-74.0149492,40.7048233,-73.9988759,40.7172435
74,id2792935,2016-01-30 16:12:48,2016-01-30 16:32:36,1188,42427824,42435714,0,3201,765,533,id2792935,0.0046,222.53120647665298,7.253299999999999,999999,79,533,7.253299999999999,1,0,-74.0042702,40.7526451,-73.9828727,40.7667157
75,id2645706,2016-01-30 16:12:57,2016-01-30 16:23:55,658,42434205,42431490,0,1857,774,309,id2645706,0.0046,129.12429244961334,4.2069,999999,80,309,4.2069,1,0,-73.985753,40.726988,-73.99312,40.736691
76,id1879487,2016-01-30 16:12:59,2016-01-30 16:18:16,317,42430984,42430685,0,1523,776,253,id1879487,0.0046,105.95442428320504,3.4482999999999997,999999,81,253,3.4482999999999997,1,0,-73.9881703,40.7747427,-73.99689,40.7627398
